"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","BL1-A","BL1-H","BL1-W","BL2-A","BL3-A","BL3-H","BL3-W","Event","VL1-A","VL1-H","VL1-W","VL3-A","VL3-H","VL3-W","Time"
3.41734e+06,3.20616e+06,39,3.52271e+06,3.37086e+06,61,17011,20209,18,6114,37158,7825,0,8051,-3893,4389,0,4597,4373,0,16.5455
2.82492e+06,2.63365e+06,33,3.27033e+06,3.15035e+06,59,10616,12619,9,277,98,73,0,8053,10567,13217,8,8549,8327,0,16.5455
2.68771e+06,2.58621e+06,35,3.61162e+06,3.57234e+06,57,-1995,6117,0,-3629,-242,36,0,8054,-943,1959,0,1503,2064,0,16.5455
3.20596e+06,2.80444e+06,35,4.6309e+06,4.15963e+06,66,-1580,8947,0,-1304,-328,0,0,8055,-754,2181,0,1015,2049,0,16.5455
2.0429e+06,1.98794e+06,26,3.22735e+06,3.05122e+06,51,10840,13450,10,4999,-96,4,0,8060,10031,8967,0,6443,5915,0,16.5455
2.93789e+06,2.83624e+06,39,3.3947e+06,3.1994e+06,63,-3352,7637,0,7042,-121,14,0,8061,-580,2142,0,1163,2067,0,16.5455
2.95299e+06,2.87588e+06,37,3.60674e+06,3.41109e+06,66,8940,9116,0,1144,-279,30,0,8063,-2324,1058,0,3301,2152,0,16.5455
2.7167e+06,2.49666e+06,36,4.43702e+06,4.19379e+06,63,-6410,7833,0,843,-16,80,0,8064,8203,6729,0,1928,2546,0,16.5455
2.43664e+06,2.35145e+06,32,3.6831e+06,3.42769e+06,60,-7641,8105,0,2689,18,46,0,8065,962,2372,0,1447,1537,0,16.5455
3.87231e+06,3.54337e+06,41,5.2525e+06,4.72962e+06,70,-2012,12940,11,2723,-18492,0,0,8067,-519,2316,0,1173,2483,0,16.5455
3.7657e+06,3.46677e+06,44,3.16952e+06,2.85567e+06,70,2229,8659,0,3619,-6451,0,0,8068,-1123,3482,0,2019,2197,0,16.5455
3.76886e+06,3.46847e+06,42,4.78202e+06,4.22512e+06,72,-6772,12032,7,2101,24443,5093,0,8069,-69,2231,0,3388,2105,0,16.5455
2.35384e+06,2.31201e+06,33,2.75061e+06,2.6714e+06,54,-6840,4571,0,-420,9043,2285,0,8072,-371,1168,0,1241,1731,0,16.5455
3.33565e+06,3.17788e+06,38,3.57997e+06,3.37031e+06,73,1540,8608,0,6123,-261,45,0,8073,713,1999,0,1359,2776,0,16.5455
2.64549e+06,2.53133e+06,35,4.47128e+06,3.99473e+06,69,18249,13168,14,4970,-190,27,0,8075,10359,5686,0,4212,2074,0,16.5455
2.93576e+06,2.78277e+06,36,3.6003e+06,3.27633e+06,61,-4913,7503,0,2110,-23,70,0,8077,2624,2581,0,1862,1580,0,16.5455
2.51414e+06,2.47591e+06,36,2.24666e+06,2.10314e+06,70,6490,12216,7,5213,-94,74,0,8078,10111,4506,0,4248,3162,0,16.5455
2.44824e+06,2.37536e+06,34,1.99819e+06,2.08035e+06,49,3866,9557,0,-1739,-266,52,0,8079,4879,2748,0,2440,1517,0,16.5455
2.98796e+06,2.75022e+06,37,4.62842e+06,4.34513e+06,67,-4028,11027,3,2174,-451,0,0,8080,4627,3904,0,-831,1094,0,16.5455
2.45143e+06,2.34607e+06,31,3.67052e+06,3.55503e+06,54,-14051,8920,0,-10981,-1647,0,0,8081,1083,2627,0,-657,1184,0,16.5455
3.36053e+06,2.99034e+06,37,5.51559e+06,5.23921e+06,59,-9765,11003,7,-1771,-143,26,0,8085,-584,2820,0,4478,3358,0,16.5455
2.93853e+06,2.75824e+06,36,4.91157e+06,4.52581e+06,73,-6274,8217,0,-3400,-311,0,0,8086,2130,2516,0,782,2694,0,16.5455
2.57919e+06,2.48416e+06,35,3.26585e+06,3.26883e+06,53,-10024,6638,0,-348,-219,22,0,8087,2931,2032,0,4,1396,0,16.5455
2.78003e+06,2.69581e+06,35,2.46769e+06,2.35384e+06,54,-8527,8560,0,-7361,-135,61,0,8090,-1563,1781,0,1159,2086,0,16.5455
3.40191e+06,3.16372e+06,40,4.6938e+06,4.35058e+06,61,-4567,8421,0,411,22832,4754,0,8093,5944,3015,0,1996,1860,0,16.5455
2.93673e+06,2.68797e+06,33,4.30824e+06,4.13845e+06,58,-3905,8057,0,-8549,22,78,0,8095,-742,1469,0,739,1569,0,16.5455
2.71794e+06,2.67496e+06,35,2.40898e+06,2.22268e+06,69,-14012,2048,0,-2337,-168,100,0,8097,-177,1397,0,2834,1469,0,16.5455
2.52321e+06,2.46464e+06,34,2.2252e+06,2.24595e+06,50,5293,7702,0,3470,-126,63,0,8098,1160,2244,0,401,1330,0,16.5455
4.02152e+06,3.73348e+06,43,4.9927e+06,4.42441e+06,70,4951,14083,10,4840,-438,0,0,8101,-303,1889,0,1778,3493,0,16.5455
2.58839e+06,2.50373e+06,34,2.619e+06,2.58285e+06,51,-5218,2420,0,-1024,-4801,0,0,8103,5123,2880,0,-885,495,0,16.5455
3.67856e+06,3.20616e+06,39,4.51896e+06,3.98196e+06,63,9871,10031,1,9334,-445,0,0,8104,8536,4289,0,5467,5382,0,16.5455
3.66743e+06,3.44421e+06,42,3.21719e+06,2.84321e+06,64,5616,12951,9,617,37139,7618,0,8105,2790,2058,0,3088,2565,0,16.5455
2.86526e+06,2.28972e+06,35,2.39096e+06,2.1068e+06,62,-4580,11248,5,-396,20149,5311,0,8106,24354,16679,16,2312,3034,0,16.5455
3.94161e+06,3.53075e+06,45,5.17403e+06,4.4232e+06,73,10955,20522,22,12318,10134,2145,0,8107,19720,11181,9,5009,2102,0,16.5455
3.02408e+06,2.85245e+06,38,2.86508e+06,2.59654e+06,72,8252,9726,0,8077,1308,341,0,8109,9103,4188,0,974,1791,0,16.5455
3.79611e+06,3.40009e+06,40,5.8731e+06,5.30394e+06,79,5803,13118,17,2231,-213,4,0,8111,6260,4186,0,4995,2805,0,16.5455
3.23256e+06,3.01443e+06,36,3.51282e+06,3.38226e+06,60,-19665,1499,0,-7412,-112,4,0,8114,-1891,1375,0,201,2768,0,16.5455
4.13852e+06,3.90746e+06,43,5.61853e+06,4.79742e+06,81,684,6922,0,-816,-139,93,0,8115,-3220,1890,0,2414,2145,0,16.5455
2.39436e+06,2.33814e+06,31,3.9187e+06,3.82972e+06,53,-2150,6832,0,-7985,-31894,0,0,8116,10457,5314,0,3071,2347,0,16.5455
3.30297e+06,3.01848e+06,40,5.15803e+06,4.64311e+06,63,-24087,3471,0,-7468,-11147,0,0,8119,-739,2223,0,2869,2684,0,16.5455
2.76278e+06,2.63427e+06,35,3.73446e+06,3.69316e+06,62,807,9625,0,-4396,-547,0,0,8120,-5215,309,0,-57,1399,0,16.5455
2.41818e+06,2.30389e+06,32,4.34356e+06,4.30038e+06,54,-17164,2292,0,-716,-27,49,0,8123,-3577,1629,0,560,1763,0,16.5455
3.40041e+06,3.03324e+06,38,4.66114e+06,4.24703e+06,62,-3508,12254,2,-4353,-193,14,0,8125,-19,3549,0,3349,3129,0,16.5455
4.11982e+06,3.86017e+06,37,4.74994e+06,4.27776e+06,67,-847,10107,2,-1196,-277,14,0,8126,2222,3375,0,3621,2632,0,16.5455
3.28226e+06,3.03983e+06,42,4.16538e+06,3.91295e+06,70,3477,9493,0,-4542,-326,24,0,8129,-3984,1221,0,1339,2744,0,16.5455
2.46648e+06,2.372e+06,35,3.1515e+06,2.86494e+06,73,-4019,11328,5,-4761,-291,35,0,8130,-3583,305,0,1083,1877,0,16.5455
3.18107e+06,3.04641e+06,40,2.92634e+06,2.57318e+06,60,-7041,5162,0,-6825,-317,0,0,8131,-101,1675,0,2691,2304,0,16.5455
2.55877e+06,2.45497e+06,28,3.16638e+06,3.03955e+06,48,-4658,4499,0,-4903,-110,35,0,8132,886,1985,0,3024,2743,0,16.5455
3.14517e+06,2.79859e+06,34,2.96669e+06,3.07801e+06,52,4469,8651,0,1570,-105,68,0,8133,-1427,1871,0,1823,2563,0,16.5455
2.72187e+06,2.53085e+06,33,2.6329e+06,2.57042e+06,56,-19822,2606,0,-698,-87,45,0,8134,11859,8316,0,3810,2395,0,16.5455
2.76745e+06,2.72507e+06,37,3.19223e+06,3.25248e+06,55,-551,5621,0,-2030,-210,33,0,8136,194,2604,0,1451,1847,0,16.5455
2.91196e+06,2.75985e+06,39,3.2494e+06,2.99025e+06,68,-8897,9165,0,-2656,-234,23,0,8143,-745,2264,0,3783,2081,0,16.5455
2.98873e+06,2.85042e+06,37,2.84366e+06,2.6733e+06,66,-7183,6392,0,-932,-189,19,0,8144,1072,2442,0,1327,1771,0,16.5455
2.9359e+06,2.7357e+06,37,3.89469e+06,3.51564e+06,72,-1,12367,6,4218,-204,29,0,8146,4464,2542,0,-806,661,0,16.5455
3.44108e+06,3.33488e+06,41,5.77421e+06,5.46865e+06,65,11554,19871,16,5453,-187,45,0,8147,18579,14384,12,16459,14458,11,16.5455
2.75858e+06,2.64358e+06,36,2.96148e+06,2.90944e+06,65,18148,11237,15,705,-122,54,0,8151,5094,3010,0,1847,1394,0,16.5455
2.93764e+06,2.72454e+06,35,4.19886e+06,4.08067e+06,57,11468,8556,0,6045,-94,45,0,8152,6219,2657,0,1018,2154,0,16.5455
2.95423e+06,2.74656e+06,36,3.6662e+06,3.5242e+06,64,9731,12670,9,4484,-15857,0,0,8154,10639,4036,0,4821,2446,0,16.5455
3.1171e+06,2.86784e+06,38,4.23762e+06,3.8698e+06,70,-948,11216,7,-272,-5020,0,0,8157,698,2224,0,1476,1653,0,16.5455
2.3685e+06,2.32497e+06,29,3.10375e+06,2.91609e+06,64,-2147,13796,8,-6816,1151,342,0,8159,70,1951,0,-1516,995,0,16.5455
3.30004e+06,3.1734e+06,40,2.71889e+06,2.3857e+06,67,-2519,13776,8,-3918,-78,56,0,8160,-1175,1553,0,2119,1814,0,16.5455
3.02135e+06,2.88866e+06,39,2.66392e+06,2.49229e+06,60,-7030,17977,9,-1140,-254,30,0,8162,-348,1383,0,2374,2901,0,16.5455
2.60792e+06,2.49047e+06,32,4.11629e+06,4.00806e+06,53,-2938,5894,0,146,-216,27,0,8163,697,1928,0,862,1253,0,16.5455
2.37039e+06,2.24246e+06,31,4.47026e+06,4.22276e+06,64,-9222,4168,0,-3269,-150,0,0,8164,2961,3084,0,852,2013,0,16.5455
2.70143e+06,2.60628e+06,37,2.22862e+06,2.12166e+06,66,-5524,9708,0,4108,-52,70,0,8167,2389,1713,0,1796,1276,0,16.5455
3.09394e+06,2.8545e+06,37,3.50169e+06,3.01245e+06,65,11059,14088,9,-2635,-522,0,0,8168,3901,4430,0,1541,1602,0,16.5455
3.28897e+06,3.15444e+06,32,3.73073e+06,3.36625e+06,63,-3115,10583,4,-725,-403,0,0,8169,-578,2336,0,2083,1714,0,16.5455
2.68847e+06,2.5489e+06,37,3.47405e+06,3.23201e+06,72,-3866,7217,0,5166,-35114,0,0,8171,7414,3950,0,1498,1671,0,16.5455
4.17646e+06,3.62546e+06,37,5.10012e+06,4.4697e+06,64,-11937,12671,11,-4435,-9753,0,0,8174,14,3324,0,2401,1505,0,16.5455
2.51588e+06,2.47394e+06,32,2.60093e+06,2.48957e+06,57,-11608,10067,1,-486,2179,570,0,8175,7912,4913,0,681,1610,0,16.5455
2.57861e+06,2.43716e+06,33,4.01109e+06,3.73702e+06,60,-970,10462,3,-2370,59,57,0,8177,-101,2132,0,1265,1192,0,16.5455
2.60437e+06,2.50909e+06,34,2.95801e+06,2.94599e+06,54,-4307,9631,0,-7031,-96,56,0,8182,-157,2316,0,1482,1352,0,16.5455
3.27602e+06,3.04427e+06,39,4.55081e+06,4.40429e+06,62,-6817,11202,5,-4068,-152,37,0,8183,10184,8809,0,5297,2913,0,16.5455
2.69349e+06,2.61103e+06,35,2.58693e+06,2.34658e+06,69,-8110,5095,0,-430,-103,39,0,8184,-3853,2246,0,-177,1103,0,16.5455
2.20625e+06,2.13096e+06,29,3.9368e+06,3.97326e+06,53,9764,17913,12,19316,-183,0,0,8186,5098,7579,0,33138,33661,18,16.5455
2.46309e+06,2.30803e+06,35,3.40336e+06,3.07393e+06,58,6531,14369,9,2861,-249,0,0,8192,2869,2563,0,2238,2359,0,16.5455
2.62986e+06,2.48697e+06,35,4.6837e+06,4.62925e+06,57,7386,10636,4,6471,-294,0,0,8193,3983,2379,0,958,2083,0,16.5455
3.19311e+06,3.01457e+06,39,3.60603e+06,3.44168e+06,73,-27277,3054,0,-10132,-212,10,0,8195,-10296,0,0,1167,1610,0,16.5455
3.93471e+06,3.63316e+06,34,5.88331e+06,5.39813e+06,66,-26655,7122,0,-12827,-243,3,0,8196,-16780,0,0,229,2514,0,16.5455
2.36332e+06,2.37215e+06,29,2.59863e+06,2.35044e+06,60,-20254,7165,0,-7983,-121,64,0,8198,15735,15505,13,2769,1980,0,16.5455
2.46679e+06,2.2812e+06,39,3.05378e+06,2.88844e+06,64,1649,7017,0,2682,-142,123,0,8201,-589,3150,0,-2453,454,0,16.5455
2.98063e+06,2.86886e+06,39,4.18147e+06,3.86897e+06,63,7133,12765,9,-96,-131,29,0,8203,4073,3331,0,1962,2567,0,16.5455
2.79288e+06,2.77838e+06,32,2.70995e+06,2.59674e+06,58,421,7781,0,3138,-6,84,0,8204,2614,3668,0,1767,2604,0,16.5455
3.48508e+06,3.24278e+06,43,4.37993e+06,4.19022e+06,58,-8143,6173,0,-381,-152,41,0,8205,-45,2282,0,3086,2955,0,16.5455
3.12226e+06,2.95202e+06,37,5.08802e+06,4.60976e+06,74,-15297,8476,0,-844,-282,7,0,8207,-2595,1265,0,2233,3085,0,16.5455
3.31565e+06,3.0125e+06,39,4.76586e+06,4.72985e+06,52,-15091,10587,3,-1502,-14465,0,0,8210,-4669,1636,0,-1130,1485,0,16.5455
2.4568e+06,2.43779e+06,29,2.65191e+06,2.71133e+06,50,-3668,3436,0,-3079,-5930,0,0,8212,-3531,1279,0,1092,1630,0,16.5455
2.77435e+06,2.76665e+06,31,3.43217e+06,3.3184e+06,59,-13715,6214,0,-2087,-5386,0,0,8213,-3388,377,0,1091,2032,0,16.5455
3.60676e+06,3.38875e+06,41,4.07595e+06,3.80117e+06,68,-19406,0,0,-5676,34884,7224,0,8214,-6893,2024,0,1441,976,0,16.5455
2.60374e+06,2.50085e+06,34,1.89414e+06,1.66007e+06,64,-19495,2516,0,-32,20609,5062,0,8215,-587,2048,0,1281,1585,0,16.5455
3.66219e+06,3.42266e+06,41,4.98006e+06,4.71456e+06,65,9990,8723,0,-2913,1030,280,0,8216,690,1970,0,2724,1699,0,16.5455
2.37605e+06,2.30725e+06,28,3.35715e+06,3.15695e+06,52,1535,7557,0,-4483,354,159,0,8223,1269,2091,0,72,1062,0,16.5455
2.82002e+06,2.74773e+06,37,2.81311e+06,2.61171e+06,67,-5134,5682,0,-2305,98,52,0,8224,-3586,692,0,-897,1071,0,16.5455
3.54126e+06,3.14765e+06,41,4.7136e+06,4.32718e+06,76,3074,11356,2,-3397,-160,6,0,8227,2975,3848,0,443,1921,0,16.5455
2.58416e+06,2.5111e+06,34,2.90232e+06,2.81216e+06,70,10535,8206,0,4611,-2176,0,0,8230,4875,2105,0,1380,1553,0,16.5455
3.52726e+06,3.28109e+06,41,3.17294e+06,2.95942e+06,65,2005,15621,8,7042,-450,0,0,8231,762,1987,0,2758,1613,0,16.5455
2.23394e+06,2.1517e+06,29,3.88556e+06,3.73367e+06,54,3780,8974,0,-3558,2454,756,0,8235,1491,1567,0,1300,799,0,16.5455
3.73256e+06,3.50969e+06,42,5.06218e+06,8.23865e+06,76,14994,11668,13,5593,-264,3,0,8237,9667,7644,0,6528,5942,0,16.5455
3.4859e+06,3.26479e+06,40,3.60374e+06,3.27542e+06,66,-7540,5372,0,-4502,-205,7,0,8240,3428,4017,0,3361,1923,0,16.5455
2.74173e+06,2.65114e+06,35,3.10408e+06,3.06462e+06,61,5436,8038,0,-6746,-251,2,0,8241,-2074,1173,0,132,1815,0,16.5455
2.1356e+06,2.05463e+06,27,3.2116e+06,2.88989e+06,52,-3251,4522,0,-843,-592,0,0,8244,3186,2650,0,928,1917,0,16.5455
3.13504e+06,2.85953e+06,40,5.18432e+06,4.39093e+06,70,3898,11469,7,3352,36730,7706,0,8246,-6287,1762,0,2546,2017,0,16.5455
2.95494e+06,2.85665e+06,37,3.02537e+06,2.84376e+06,73,7932,10195,1,7635,229,125,0,8248,771,2339,0,4056,2322,0,16.5455
3.52045e+06,3.16587e+06,43,2.86512e+06,2.90835e+06,56,-6739,5588,0,1401,-145,23,0,8251,3156,3528,0,49,1214,0,16.5455
2.78608e+06,2.55569e+06,35,3.22949e+06,3.09417e+06,58,-9543,3082,0,-2723,-216,27,0,8253,-465,1807,0,2530,2682,0,16.5455
2.47235e+06,2.44635e+06,34,1.93408e+06,1.81031e+06,66,-7406,9879,0,4813,-4620,0,0,8254,-1713,1444,0,560,766,0,16.5455
3.23971e+06,2.86394e+06,36,3.47859e+06,3.38006e+06,56,8412,13810,10,4338,1249,379,0,8257,4712,2883,0,161,1482,0,16.5455
2.79023e+06,2.66781e+06,36,2.40398e+06,2.07808e+06,82,13311,9054,0,5639,454,157,0,8259,3628,2114,0,2320,1819,0,16.5455
2.46698e+06,2.34775e+06,31,4.55735e+06,4.44205e+06,62,-3748,3264,0,9454,-232,0,0,8260,5441,4094,0,3798,2632,0,16.5455
2.54017e+06,2.45652e+06,34,2.58303e+06,2.45461e+06,57,306,8309,0,-439,-131,18,0,8261,5641,3682,0,-385,1105,0,16.5455
3.33476e+06,3.02982e+06,39,3.24928e+06,2.92678e+06,75,-2984,7546,0,-3904,-177,13,0,8262,7701,3886,0,3701,2169,0,16.5455
3.04963e+06,2.87784e+06,38,2.91566e+06,2.7678e+06,65,4205,11396,5,1887,-154,25,0,8263,3377,3621,0,2750,1553,0,16.5455
2.46518e+06,2.33453e+06,34,4.57103e+06,4.50481e+06,54,5339,10951,4,1574,-110,35,0,8264,5716,3385,0,393,1220,0,16.5455
3.78129e+06,3.40818e+06,42,5.05053e+06,4.71416e+06,74,4974,9561,0,138,-90,70,0,8266,2530,1823,0,1696,2518,0,16.5455
3.3205e+06,2.88793e+06,36,3.88046e+06,3.31173e+06,73,-15506,4727,0,2199,-84,34,0,8267,1389,2217,0,4193,3008,0,16.5455
2.63682e+06,2.43743e+06,33,3.69646e+06,3.37157e+06,67,5175,11611,8,-753,-121,37,0,8268,-581,828,0,604,1101,0,16.5455
2.82711e+06,2.75126e+06,28,3.88311e+06,3.71192e+06,53,4039,12147,7,-2487,-159,0,0,8270,2175,2308,0,1017,1037,0,16.5455
2.66234e+06,2.56729e+06,34,3.23468e+06,2.99498e+06,58,-13228,5311,0,-7294,-205,20,0,8273,-2824,948,0,166,726,0,16.5455
3.07681e+06,2.75646e+06,35,3.95977e+06,3.4858e+06,65,-16910,3818,0,-4816,-248,0,0,8275,3284,3920,0,4589,3111,0,16.5455
2.56068e+06,2.46108e+06,35,2.29481e+06,2.22434e+06,62,-14553,8921,0,-2937,-194,63,0,8276,-2484,633,0,1306,1617,0,16.5455
2.41353e+06,2.35233e+06,29,2.37051e+06,2.07837e+06,53,712,9717,0,-7135,-105,21,0,8277,14612,12614,9,2354,2885,0,16.5455
2.85792e+06,2.69961e+06,35,3.495e+06,3.33151e+06,57,-2169,7881,0,-1886,-111,54,0,8279,3632,3488,0,2016,2758,0,16.5455
2.59259e+06,2.54507e+06,30,3.7763e+06,3.60861e+06,58,-6468,7505,0,-4746,-99,48,0,8280,-172,2828,0,896,2536,0,16.5455
2.47152e+06,2.3346e+06,31,3.58038e+06,3.38934e+06,57,-5134,10404,3,-6320,-105,23,0,8281,2356,3903,0,730,1174,0,16.5455
2.35897e+06,2.24956e+06,32,2.7566e+06,2.67891e+06,67,2109,10570,3,-716,-179,32,0,8282,7909,5133,0,5792,2883,0,16.5455
2.72233e+06,2.62996e+06,37,2.8703e+06,2.85494e+06,51,-9821,8196,0,-5104,-22389,0,0,8283,-2643,2288,0,616,2234,0,16.5455
2.99113e+06,2.35902e+06,35,4.3673e+06,8.21753e+06,59,-1213,7314,0,5202,-274,0,0,8284,-1518,2448,0,5218,4969,0,16.5455
2.8202e+06,2.66524e+06,35,3.36569e+06,3.33191e+06,53,-23444,1265,0,2365,26723,6538,0,8285,-3212,1654,0,-433,688,0,16.5455
3.2117e+06,2.92855e+06,39,3.34043e+06,2.8693e+06,64,-5548,12600,5,3198,10989,2313,0,8287,2747,2537,0,1694,1163,0,16.5455
2.30704e+06,2.36472e+06,26,2.79125e+06,2.81018e+06,50,-3894,3979,0,2112,7396,2334,0,8288,265,1109,0,1296,1242,0,16.5455
2.11046e+06,2.02743e+06,31,4.13624e+06,3.73531e+06,58,-13968,4763,0,-2196,3149,835,0,8290,3789,5404,0,-29,1715,0,16.5455
2.85599e+06,2.69597e+06,34,5.05976e+06,4.73977e+06,58,-11033,5747,0,-3051,2837,749,0,8291,-1057,883,0,2132,2245,0,16.5455
2.55017e+06,2.49638e+06,31,3.46488e+06,3.44826e+06,52,-3663,7270,0,-7316,-53,63,0,8295,-3986,509,0,348,1381,0,16.5455
3.57221e+06,3.27705e+06,41,5.86833e+06,5.18555e+06,75,-14578,8459,0,-2493,-228,53,0,8296,1936,3524,0,1902,1483,0,16.5455
3.41625e+06,3.20632e+06,48,3.13512e+06,2.54927e+06,72,12224,18814,17,3582,-343,0,0,8297,2595,1640,0,4220,3394,0,16.5455
2.71859e+06,2.64415e+06,37,2.70582e+06,2.90875e+06,55,-4403,5591,0,-4535,-295,24,0,8299,-4295,2111,0,1817,2033,0,16.5455
3.26003e+06,2.93393e+06,38,4.8551e+06,4.74067e+06,60,-11831,143,0,-3870,-252,0,0,8300,-1724,1972,0,1230,3299,0,16.5455
3.23604e+06,3.105e+06,41,2.93095e+06,2.76126e+06,69,-11425,5897,0,-2359,-254,0,0,8301,-1297,1902,0,-744,1140,0,16.5455
3.04467e+06,2.63069e+06,35,3.54109e+06,3.23721e+06,60,-1847,11938,7,-1078,-122,76,0,8302,2664,2947,0,2736,2056,0,16.5455
3.37465e+06,3.17983e+06,40,4.82076e+06,4.32927e+06,77,-3653,6681,0,-8243,-162,23,0,8303,-1904,1801,0,-401,942,0,16.5455
2.98483e+06,2.68334e+06,35,2.59605e+06,2.40969e+06,57,-3597,6591,0,1784,-107,48,0,8305,10055,6704,0,2795,2863,0,16.5455
2.54847e+06,2.44816e+06,33,3.95455e+06,3.73986e+06,60,1474,5484,0,-895,-206,93,0,8306,1489,1398,0,687,1199,0,16.5455
3.43836e+06,3.11795e+06,31,3.77071e+06,3.41941e+06,54,2138,14495,4,1158,-216,1,0,8308,5985,3029,0,4369,2815,0,16.5455
2.86915e+06,2.61829e+06,38,2.14142e+06,2.12417e+06,65,28908,15405,23,11904,-1115,0,0,8309,14530,4810,0,1973,1365,0,16.5455
3.32939e+06,3.09519e+06,38,4.18321e+06,3.68863e+06,66,11492,13260,10,-4064,15892,3356,0,8311,5278,3525,0,2726,1976,0,16.5455
2.88826e+06,2.76553e+06,38,3.20605e+06,2.93518e+06,70,-1419,6268,0,3755,5789,1264,0,8312,6195,3003,0,3176,2851,0,16.5455
3.17397e+06,3.06726e+06,38,4.34215e+06,4.31447e+06,67,-14538,5016,0,-4211,-44,58,0,8314,-1701,1312,0,1225,1823,0,16.5455
2.91675e+06,2.64956e+06,40,3.95754e+06,3.80586e+06,61,13765,9652,0,1566,-164,27,0,8319,4842,4720,0,2892,2489,0,16.5455
3.91957e+06,3.38328e+06,37,3.75994e+06,3.44888e+06,62,-1665,12906,9,-4198,-118,71,0,8320,6173,3143,0,5052,3153,0,16.5455
3.12958e+06,2.97297e+06,39,2.59551e+06,2.60385e+06,62,-16284,6993,0,-909,-474,0,0,8322,319,2004,0,746,1679,0,16.5455
3.05929e+06,2.73855e+06,31,4.30911e+06,3.99404e+06,57,-1102,16010,9,-1308,-646,0,0,8324,-3185,3742,0,4464,2076,0,16.5455
2.21981e+06,2.16156e+06,30,3.66215e+06,3.41777e+06,64,-699,7887,0,2364,5594,1497,0,8327,5022,3969,0,5399,4003,0,16.5455
2.84764e+06,2.68178e+06,37,4.37165e+06,3.98229e+06,62,5212,10632,4,-390,273,184,0,8328,9088,8643,0,8728,6334,0,16.5455
2.71308e+06,2.64554e+06,36,2.43812e+06,2.40173e+06,60,10286,13972,11,4269,-198,57,0,8329,13022,9990,0,2181,2701,0,16.5455
2.95699e+06,2.83943e+06,37,4.54442e+06,4.36063e+06,69,-1677,3311,0,-4603,5349,1179,0,8341,-290,1704,0,964,1520,0,16.5455
3.13785e+06,3.01175e+06,37,2.86401e+06,2.76323e+06,64,5656,8995,0,4094,222,91,0,8343,7033,3694,0,2031,1759,0,16.5455
2.7426e+06,2.69698e+06,37,2.72884e+06,2.51297e+06,69,8122,8452,0,4877,-172,26,0,8345,3637,2963,0,3145,2388,0,16.5455
2.56133e+06,2.47463e+06,34,3.09635e+06,2.83997e+06,61,4258,7395,0,1934,-23694,0,0,8348,5027,4122,0,2486,2774,0,16.5455
4.04949e+06,3.29098e+06,39,5.39512e+06,4.4624e+06,64,-9543,10977,4,-8034,2696,790,0,8350,2418,3015,0,2370,2184,0,16.5455
3.58474e+06,3.24303e+06,40,5.25089e+06,4.49158e+06,83,-16180,10840,4,-7221,173,89,0,8351,-4178,2046,0,2644,2267,0,16.5455
2.59536e+06,2.4981e+06,35,2.38081e+06,2.14601e+06,63,5032,13444,6,3178,-240,7,0,8352,6871,2962,0,2965,2495,0,16.5455
2.69545e+06,2.6143e+06,34,2.94742e+06,2.77979e+06,63,-15329,3412,0,-4982,-108,65,0,8354,-825,1588,0,1795,1675,0,16.5455
3.28441e+06,2.85144e+06,36,4.60005e+06,4.03453e+06,65,-20951,4452,0,-839,-73,38,0,8355,-559,2253,0,-475,1301,0,16.5455
3.82211e+06,3.48778e+06,44,4.23693e+06,3.87741e+06,74,-15204,3928,0,7611,-135,89,0,8356,3798,3937,0,2253,2223,0,16.5455
2.89306e+06,2.69257e+06,33,5.06996e+06,4.60663e+06,60,-2429,5959,0,2456,26971,6642,0,8359,-443,1720,0,976,1429,0,16.5455
3.04961e+06,2.90327e+06,37,3.3078e+06,3.14338e+06,62,-8587,7159,0,-548,21379,4479,0,8361,1648,1810,0,446,1279,0,16.5455
3.77811e+06,3.5516e+06,41,4.71398e+06,4.56036e+06,67,1392,7996,0,835,-296,36,0,8363,2332,4279,0,2311,1725,0,16.5455
2.81205e+06,2.68883e+06,36,3.56743e+06,3.17534e+06,75,-7817,11606,5,-3117,-310,0,0,8365,-186,1721,0,400,977,0,16.5455
2.63357e+06,2.57348e+06,37,2.75629e+06,2.6805e+06,62,1334,7417,0,-960,-293,0,0,8366,-1331,1643,0,188,460,0,16.5455
3.08586e+06,2.90499e+06,38,2.90034e+06,2.58574e+06,83,6847,7789,0,5800,-8863,0,0,8370,7580,7086,0,4073,1479,0,16.5455
3.57842e+06,3.36741e+06,41,4.64448e+06,4.21344e+06,78,8352,11428,2,1280,10739,2268,0,8373,4869,2979,0,3715,2451,0,16.5455
3.36923e+06,3.18367e+06,40,5.6896e+06,5.22066e+06,74,8931,11105,5,3465,6039,1279,0,8374,3979,3882,0,2098,1911,0,16.5455
2.82988e+06,2.56189e+06,33,2.25745e+06,2.25423e+06,52,-5387,8398,0,1247,754,236,0,8375,13178,7725,0,499,1585,0,16.5455
3.04708e+06,2.82873e+06,35,4.07711e+06,3.88195e+06,60,179,11335,8,-672,1031,322,0,8387,3084,3189,0,2852,1589,0,17.5795
2.45585e+06,2.37902e+06,32,2.28965e+06,2.27175e+06,54,-1240,5591,0,-1141,-231,0,0,8390,5868,3587,0,1128,2050,0,17.5795
