"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","BL1-A","BL1-H","BL1-W","BL2-A","BL3-A","BL3-H","BL3-W","Event","VL1-A","VL1-H","VL1-W","VL3-A","VL3-H","VL3-W","Time"
4.22983e+06,3.7817e+06,43,4.39684e+06,8.19066e+06,66,126222,131972,30,61018,-533,0,0,24314,528590,467228,54,55866,46233,24,49.6364
3.74075e+06,3.03621e+06,41,4.68772e+06,8.15889e+06,67,232733,223558,44,117883,-232,12,0,24370,2.35662e+06,1.88069e+06,71,151125,118505,31,50.6705
3.14827e+06,2.81349e+06,35,3.99164e+06,3.92223e+06,53,3761,10408,5,951,-706,0,0,24410,61259,60417,22,8167,7394,0,50.6705
2.78589e+06,2.74136e+06,38,3.6076e+06,3.35015e+06,62,50265,29381,41,16278,2522,616,0,24425,33132,17877,20,4154,4262,0,50.6705
2.76225e+06,2.71883e+06,35,2.14544e+06,1.9287e+06,64,22324,23548,17,7392,-5376,0,0,24495,47465,38297,23,6415,4053,0,50.6705
3.70366e+06,3.35441e+06,43,5.81749e+06,4.77282e+06,78,4441,19266,20,-1935,-238,48,0,24551,30614,21308,19,10167,8336,0,50.6705
3.09506e+06,2.76867e+06,43,4.70043e+06,3.83437e+06,72,-5233,19549,19,6488,-756,0,0,24569,42009,25967,25,9653,8375,0,50.6705
3.79234e+06,3.40075e+06,45,3.83742e+06,8.02935e+06,70,191901,207305,33,87464,344,161,0,24580,46813,40058,22,25555,19419,16,50.6705
2.32564e+06,2.24282e+06,34,2.42105e+06,2.28093e+06,69,5229,10871,5,9770,-161,39,0,24600,49317,36964,22,8816,5080,0,50.6705
3.47754e+06,2.86731e+06,36,5.63196e+06,8.17743e+06,61,80982,85777,44,97985,-12853,0,0,24618,62939,36933,31,123604,110158,26,50.6705
3.75236e+06,3.45768e+06,43,4.46598e+06,8.22823e+06,68,614698,670466,42,324602,-558,0,0,24636,981602,880557,65,104783,93412,26,50.6705
3.07905e+06,2.68597e+06,32,2.65231e+06,2.53946e+06,52,-3874,13711,11,-2602,-208,5,0,24675,44613,34747,23,5378,2705,0,50.6705
2.24917e+06,2.12262e+06,31,2.65787e+06,2.44564e+06,63,12075,14742,14,-1173,-6539,0,0,24679,32125,23919,19,8335,7347,0,50.6705
2.20008e+06,2.19281e+06,32,3.28752e+06,3.24276e+06,54,8972,20003,12,8388,3212,850,0,24744,28872,25268,18,14680,14020,10,50.6705
3.76265e+06,3.50189e+06,43,4.53255e+06,8.2353e+06,74,85334,98952,25,44310,-8107,0,0,24826,95354,85757,25,36411,29668,19,51.7045
4.13387e+06,3.88074e+06,39,4.43913e+06,8.19298e+06,69,138282,135836,39,73844,-264,14,0,24830,1.96483e+06,1.72848e+06,71,140562,123557,27,51.7045
3.35086e+06,3.12316e+06,38,4.61902e+06,4.36312e+06,61,14393,14944,11,13802,-315,0,0,24959,41367,32719,22,16730,12975,11,51.7045
2.52086e+06,2.39035e+06,32,3.27826e+06,2.99543e+06,64,-2955,9563,0,3171,-1097,0,0,24988,30817,22773,22,7853,7528,0,51.7045
2.52941e+06,2.39912e+06,31,2.59585e+06,2.39906e+06,59,15595,11791,7,-114,-2382,0,0,25032,106328,88879,26,10676,8298,0,51.7045
3.55994e+06,3.27106e+06,42,5.0976e+06,8.26047e+06,73,174388,180124,29,83265,-7072,0,0,25185,345451,312058,45,41532,35838,21,51.7045
3.85154e+06,3.51991e+06,44,3.88525e+06,8.12083e+06,66,54592,55774,23,31853,-3386,0,0,25257,172498,149500,29,68997,58720,24,51.7045
3.05355e+06,2.89942e+06,36,3.82626e+06,3.30677e+06,63,754,13453,15,4728,-116,33,0,25272,29315,18749,19,5788,6031,0,51.7045
2.57129e+06,2.52441e+06,29,2.56561e+06,2.41126e+06,53,21255,19959,22,8137,601,257,0,25281,43259,35469,21,10832,8629,0,51.7045
3.61896e+06,3.14653e+06,38,3.2847e+06,2.95827e+06,74,1605,5729,0,5650,7594,1823,0,25326,65464,62877,21,7892,8610,0,51.7045
3.20645e+06,2.92017e+06,35,4.44767e+06,8.05303e+06,66,75582,85463,38,43692,-7211,0,0,25361,259903,222989,45,61416,54311,23,52.7386
2.73555e+06,2.59674e+06,38,3.06742e+06,2.57331e+06,73,18371,18011,33,7717,-135,61,0,25373,41096,26769,26,6870,6600,0,52.7386
3.70284e+06,3.20377e+06,40,5.47915e+06,8.35614e+06,67,80855,85732,38,39426,1972,538,0,25380,71430,58890,25,37867,32942,20,52.7386
3.2406e+06,2.94815e+06,44,4.33473e+06,8.1121e+06,68,13394,17699,14,15737,-127,46,0,25422,46962,35984,24,26754,22303,17,52.7386
3.9686e+06,3.66399e+06,44,5.60871e+06,8.38056e+06,72,12544,15313,14,22787,-140,38,0,25447,91273,78013,26,53411,47505,23,52.7386
2.33117e+06,2.30904e+06,34,2.25956e+06,2.07397e+06,69,7516,9614,0,-2243,-110,41,0,25506,81643,66326,25,6242,5604,0,52.7386
2.28907e+06,2.15608e+06,28,3.1461e+06,2.83901e+06,59,23955,23775,16,21005,-155,2,0,25638,36307,30532,21,31591,29145,17,52.7386
2.6347e+06,2.4674e+06,35,3.3073e+06,2.99558e+06,69,1927,15102,9,5233,8534,2141,0,25786,30422,23891,19,3540,5074,0,53.7727
3.02862e+06,2.9064e+06,39,3.50901e+06,3.14391e+06,74,6881,7491,0,5442,-265,0,0,25839,26558,12679,13,6673,4972,0,53.7727
3.8016e+06,3.3224e+06,38,5.09763e+06,8.34683e+06,66,666707,673404,45,390408,-236,56,0,25932,291958,249862,44,85448,70814,27,53.7727
3.96193e+06,2.16634e+06,52,5.69962e+06,3.1681e+06,75,10859,9250,0,17744,-200,0,0,26017,52261,44042,21,15346,11074,7,53.7727
3.12446e+06,2.87603e+06,38,4.29252e+06,3.89971e+06,73,-5770,6743,0,-2024,719,182,0,26036,29789,21376,18,12466,9865,0,53.7727
3.28603e+06,3.14987e+06,34,3.62238e+06,3.3718e+06,58,-2474,12414,10,1431,-52,33,0,26040,62789,51311,25,25466,21454,18,53.7727
3.4002e+06,3.14825e+06,42,4.92374e+06,8.33257e+06,70,9515,22485,18,18212,-12925,0,0,26054,77868,69199,25,42954,36676,21,53.7727
3.02735e+06,2.90717e+06,36,3.27172e+06,2.7402e+06,72,17951,10886,8,4856,725,208,0,26108,41556,27733,22,12098,10805,5,53.7727
3.9149e+06,3.4136e+06,44,3.58122e+06,7.94155e+06,71,111747,102089,33,54007,-88,64,0,26113,480263,418459,54,51339,44818,22,53.7727
2.22148e+06,2.19188e+06,30,2.28967e+06,1.99371e+06,64,-3924,7659,0,-836,6353,1658,0,26148,107999,92647,27,10325,11379,7,53.7727
2.01202e+06,1.98987e+06,26,2.41162e+06,2.24895e+06,53,1089,5665,0,4747,-135,68,0,26151,62345,53795,24,4945,5354,0,53.7727
2.41337e+06,2.34419e+06,32,1.8063e+06,1.7426e+06,56,8720,8461,0,-51,-26304,0,0,26175,76583,63498,25,4620,4894,0,53.7727
2.79033e+06,2.70732e+06,37,5.24899e+06,4.84729e+06,60,17743,16406,18,8315,21772,4576,0,26304,56269,46928,23,13025,11915,7,54.8068
2.82591e+06,2.73983e+06,35,2.52911e+06,2.42555e+06,68,2026,7412,0,-111,4290,961,0,26327,48306,38671,24,4057,3879,0,54.8068
3.73236e+06,3.59753e+06,38,3.75895e+06,8.05895e+06,64,9801,18184,15,8689,-8477,0,0,26344,68112,63084,24,41518,38595,20,54.8068
2.59695e+06,2.59594e+06,32,1.97481e+06,1.88011e+06,55,494,7523,0,-1104,3306,929,0,26368,45285,39431,21,5141,5845,0,54.8068
3.62789e+06,3.3568e+06,42,3.33292e+06,3.10679e+06,61,-7151,10314,3,-892,-173,72,0,26428,53141,44113,23,4217,3730,0,54.8068
3.29122e+06,3.15187e+06,39,2.83319e+06,2.59321e+06,62,11237,13793,12,3060,-58,98,0,26448,44790,36301,20,6738,6072,0,54.8068
4.21128e+06,3.76096e+06,46,4.32594e+06,8.26334e+06,70,17801,10968,2,12768,-4101,0,0,26456,41241,31701,19,27511,23993,17,54.8068
3.66161e+06,3.38003e+06,42,4.4058e+06,8.22425e+06,75,54044,62893,22,42402,-22942,0,0,26544,284520,252930,38,95347,83308,25,54.8068
2.18619e+06,2.06777e+06,30,2.73729e+06,2.76947e+06,52,-1593,11097,6,3209,-7825,0,0,26546,60172,54017,24,5181,3757,0,54.8068
2.04709e+06,2.0068e+06,29,2.54955e+06,2.54821e+06,51,4885,16513,9,2085,-516,0,0,26563,29061,29708,18,5733,5204,0,54.8068
3.20955e+06,2.80694e+06,41,5.40437e+06,4.59912e+06,63,7048,23238,19,8942,16761,4069,0,26574,34450,24142,21,9336,8445,0,54.8068
3.41333e+06,3.20915e+06,40,4.39744e+06,3.92491e+06,84,10632,15124,11,6908,-305,1,0,26612,41103,29109,23,6172,3329,0,54.8068
3.56179e+06,3.25092e+06,39,5.88015e+06,8.21343e+06,73,95986,98828,28,51963,-74,91,0,26652,571353,513393,53,59090,53888,22,54.8068
2.11541e+06,2.08271e+06,28,1.80787e+06,1.68927e+06,55,-1700,6187,0,678,-4324,0,0,26668,84851,76887,24,6789,5173,0,54.8068
2.80466e+06,2.65581e+06,40,3.81507e+06,3.21596e+06,74,5213,19189,11,1224,-179,38,0,26680,36514,35713,18,2438,1961,0,54.8068
3.66286e+06,3.38138e+06,42,3.98698e+06,7.9402e+06,77,130835,139837,28,75790,384,177,0,26703,1.05326e+06,927910,66,111077,97096,26,54.8068
3.37091e+06,3.14131e+06,39,3.77436e+06,3.67562e+06,64,-2030,11836,8,-3653,10565,2278,0,26738,31861,27640,19,10046,10535,4,54.8068
2.43423e+06,2.41387e+06,33,2.56349e+06,2.50069e+06,63,9670,9518,0,880,-9635,0,0,26787,30838,30520,18,2236,2166,0,55.8409
3.62754e+06,3.30415e+06,44,4.99206e+06,8.2576e+06,80,591711,667370,34,290200,9806,2006,0,26794,556374,509010,52,116253,105541,25,55.8409
2.47235e+06,2.49658e+06,26,2.59013e+06,2.3217e+06,56,-2498,4618,0,6057,412,168,0,26796,29442,19759,19,5908,4303,0,55.8409
2.48993e+06,2.41766e+06,34,2.84874e+06,2.74671e+06,58,7883,11768,2,8411,-171,11,0,26885,61956,49372,24,8268,6172,0,55.8409
3.4642e+06,3.2076e+06,39,5.33069e+06,8.35004e+06,78,23894,25196,24,31839,-32199,0,0,26910,249148,217495,40,77703,70238,25,55.8409
3.22616e+06,3.13634e+06,38,5.41104e+06,5.11874e+06,60,12514,12924,14,5705,-205,26,0,26947,28014,21886,16,9011,9374,0,55.8409
3.4334e+06,3.29871e+06,38,5.44119e+06,8.11359e+06,74,4823,15165,10,1886,-117,62,0,26956,32431,33801,18,23154,22352,15,55.8409
3.06375e+06,2.82006e+06,34,4.52402e+06,3.98226e+06,69,17735,17400,14,9039,-81,66,0,26992,31449,19497,17,8252,5949,0,55.8409
3.9322e+06,3.76542e+06,41,5.24291e+06,8.33094e+06,76,20384,24523,24,26647,63,83,0,27026,226423,206852,33,75516,68431,24,55.8409
2.54757e+06,2.41395e+06,31,4.76913e+06,8.13065e+06,54,7951,15800,14,13554,-29397,0,0,27048,121508,106890,26,47544,44419,21,55.8409
3.44989e+06,3.21629e+06,41,3.93305e+06,8.22321e+06,71,23611,17905,15,16767,-62,82,0,27060,63309,54629,25,41381,37327,20,55.8409
2.44829e+06,2.31225e+06,31,2.80264e+06,2.59091e+06,60,-7047,12681,11,1809,-253,22,0,27102,28148,22762,17,3409,4321,0,55.8409
3.47419e+06,3.32448e+06,40,3.661e+06,8.0918e+06,76,180523,215617,31,83833,-165,40,0,27125,1.36315e+06,1.25128e+06,65,92491,86217,24,55.8409
2.3797e+06,2.34822e+06,34,1.81512e+06,1.79955e+06,56,25445,30119,15,9153,-356,4,0,27166,28122,21235,16,3541,2940,0,55.8409
2.23319e+06,2.18397e+06,27,3.51803e+06,3.35749e+06,56,8221,11614,10,3493,-26618,0,0,27169,49918,34903,24,10278,7675,0,55.8409
2.87435e+06,2.42836e+06,33,3.47046e+06,2.85783e+06,51,15595,26202,15,41956,24447,6787,0,27291,62279,55359,22,46969,41065,22,56.875
3.85066e+06,3.55064e+06,39,4.4819e+06,8.33125e+06,76,529081,601098,37,229892,0,56,0,27305,150873,132918,27,43950,39650,21,56.875
2.30599e+06,2.23838e+06,31,3.95621e+06,3.73337e+06,59,192500,221695,29,92033,-119,39,0,27312,33634,28241,19,42489,37772,20,56.875
2.69619e+06,2.57969e+06,36,3.1557e+06,2.90821e+06,74,7328,10419,4,-145,-11751,0,0,27319,43936,38923,21,4265,3058,0,56.875
2.73388e+06,2.69617e+06,37,3.03162e+06,2.93743e+06,65,20446,12934,20,9283,-135,52,0,27324,27614,16008,15,8268,6562,0,56.875
3.70898e+06,3.42046e+06,43,4.96221e+06,4.1119e+06,71,29663,19972,30,8134,-2684,0,0,27365,36985,22880,22,9103,6828,0,56.875
3.73821e+06,3.21251e+06,46,3.98148e+06,3.42439e+06,78,33837,18761,34,11482,-292,5,0,27375,40787,23780,22,3880,2789,0,56.875
2.60356e+06,2.53351e+06,34,3.66732e+06,3.37921e+06,61,-11537,5813,0,-1959,-45,72,0,27462,28072,27566,18,11037,10867,6,56.875
3.95089e+06,3.50061e+06,46,4.8384e+06,8.30303e+06,71,87162,103746,28,50795,-200,0,0,27502,447296,387604,52,54275,46484,22,56.875
2.60518e+06,2.57789e+06,27,2.99029e+06,2.70552e+06,55,61089,24209,58,27697,5320,1616,0,27545,33622,10376,2,8381,4415,0,56.875
2.60793e+06,2.54724e+06,27,4.5368e+06,4.07047e+06,54,16962,13772,14,6297,9814,2969,0,27572,42360,33421,22,9648,7691,0,56.875
3.1588e+06,3.02934e+06,40,2.64918e+06,2.43858e+06,62,8690,9438,0,2534,659,164,0,27617,32503,25924,18,6547,8231,0,56.875
3.32998e+06,3.23321e+06,41,3.7978e+06,3.49582e+06,68,-7894,9788,0,-595,-35633,0,0,27646,57142,47666,23,18600,18151,13,56.875
4.1767e+06,3.87498e+06,44,4.41911e+06,8.24788e+06,67,89488,90396,28,48326,9395,1946,0,27663,132010,117469,26,44631,40554,21,56.875
3.36688e+06,2.99038e+06,46,5.06327e+06,3.91792e+06,65,20312,16509,16,6213,-280,25,0,27741,71572,48255,30,26194,19833,17,56.875
3.52947e+06,3.36146e+06,41,4.50515e+06,8.28413e+06,74,24526,19931,15,14165,1628,374,0,27761,83905,69822,25,46872,42104,21,56.875
2.61106e+06,2.36034e+06,32,3.12781e+06,2.58151e+06,60,9469,16279,14,2665,-99,44,0,27835,73769,65352,25,28671,25435,17,57.9091
4.1177e+06,3.84796e+06,42,5.43476e+06,4.82043e+06,72,46775,31361,47,14965,-204,4,0,27887,28567,15866,19,6875,5336,0,57.9091
2.08649e+06,2.03005e+06,30,2.81482e+06,2.54491e+06,65,13967,11873,8,1656,-87,36,0,27914,26706,22879,18,3098,1876,0,57.9091
3.67118e+06,3.48909e+06,42,4.97692e+06,4.5768e+06,69,20812,25675,24,32866,-1455,0,0,27939,26316,21110,17,43089,38982,20,57.9091
2.57836e+06,2.5402e+06,35,2.36324e+06,2.21465e+06,67,-10940,8524,0,2157,-189,0,0,28043,27841,23179,18,5721,5892,0,57.9091
3.30584e+06,3.03018e+06,38,4.15675e+06,3.68477e+06,67,6505,20431,23,5144,-2640,0,0,28053,40231,33383,22,17030,14889,11,57.9091
1.84391e+06,1.81539e+06,26,2.2714e+06,2.17192e+06,50,5369,6705,0,-2258,-26391,0,0,28063,73752,60500,25,5849,4966,0,57.9091
4.2121e+06,3.53977e+06,50,4.67376e+06,8.0896e+06,73,122164,107696,36,78315,-290,25,0,28075,765190,641613,61,137275,117599,27,57.9091
2.6499e+06,2.57507e+06,37,2.09197e+06,2.10082e+06,48,-1068,12624,8,3742,-334,29,0,28119,80044,68478,25,7046,5963,0,57.9091
2.51721e+06,2.37122e+06,33,2.59184e+06,1.36085e+06,65,-5356,10565,4,-4350,-115,60,0,28132,37228,34088,18,4005,2761,0,57.9091
3.80691e+06,3.50039e+06,42,4.99015e+06,8.32732e+06,77,58005,23936,56,28904,-123,68,0,28192,106973,80506,27,55372,48101,22,57.9091
2.68091e+06,2.70927e+06,28,2.9658e+06,2.73462e+06,53,3756,7891,0,2762,2691,918,0,28283,39103,31623,20,13145,12314,8,58.9432
2.48326e+06,2.40343e+06,35,2.87611e+06,2.68646e+06,55,-1091,11214,6,4393,-69,32,0,28289,61751,46722,26,5790,4618,0,58.9432
2.94938e+06,2.62364e+06,34,2.6981e+06,2.51253e+06,59,-344,8447,0,-3864,-59,89,0,28291,52420,45909,21,4404,4082,0,58.9432
3.38278e+06,2.9922e+06,40,5.38011e+06,8.31556e+06,64,95487,102037,34,48253,-152,0,0,28368,172139,152086,29,47123,40511,21,58.9432
2.05863e+06,2.6797e+06,23,2.58801e+06,2.62637e+06,46,86274,37748,54,43815,7439,2459,0,28424,39417,13520,37,5440,2868,0,58.9432
3.41052e+06,3.29245e+06,28,3.2274e+06,2.8381e+06,57,81477,80724,31,30717,-171,19,0,28440,50481,38456,24,20465,16259,15,58.9432
3.46253e+06,3.247e+06,39,4.98527e+06,8.28161e+06,78,101496,107127,27,55500,-97,71,0,28455,292436,258610,40,55961,50032,23,58.9432
3.1216e+06,3.09487e+06,37,3.06791e+06,2.76751e+06,70,31120,15248,18,10422,-4916,0,0,28464,35339,28607,18,8118,6448,0,58.9432
3.07652e+06,2.89792e+06,39,3.73122e+06,3.48036e+06,66,-1565,12732,7,-628,632,194,0,28521,37168,34379,19,16886,14721,10,58.9432
2.18035e+06,2.12977e+06,30,3.72538e+06,3.48352e+06,63,25137,26620,16,31327,-21934,0,0,28547,34688,30424,19,41874,40773,20,58.9432
2.27936e+06,2.20792e+06,29,2.1732e+06,2.15751e+06,52,-3009,5317,0,-871,12107,3080,0,28575,27565,23358,17,7365,7891,0,58.9432
3.7198e+06,3.45513e+06,41,4.49649e+06,8.22333e+06,73,20450,30822,20,29370,-161,49,0,28596,166038,145282,27,66040,60142,23,58.9432
2.93946e+06,2.72474e+06,36,3.62502e+06,3.65946e+06,51,5817,8650,0,6570,-125,46,0,28674,55995,50958,21,9686,6340,0,58.9432
3.26837e+06,3.09049e+06,38,3.34209e+06,3.01998e+06,70,10928,11489,6,994,3489,790,0,28691,44058,36841,20,10984,13232,9,58.9432
2.76961e+06,2.68706e+06,35,2.53898e+06,2.37676e+06,63,2144,15131,7,2339,-259,0,0,28720,42503,32514,21,5290,3394,0,58.9432
3.12042e+06,2.95875e+06,38,3.87573e+06,8.05587e+06,59,87370,98133,25,51295,-244,34,0,28737,433412,396378,48,52864,47535,22,58.9432
3.03778e+06,2.92446e+06,29,5.47107e+06,5.13101e+06,54,18513,10885,5,9957,-82,38,0,28738,48316,36469,24,17754,14801,12,58.9432
4.08955e+06,3.67205e+06,44,4.30874e+06,3.64119e+06,80,36261,31976,42,7367,5877,1302,0,28789,37528,24462,20,10135,9218,0,59.9773
2.79238e+06,2.58077e+06,32,3.45189e+06,3.15518e+06,62,4483,9434,0,-706,-244,28,0,28808,27310,19289,18,3599,3886,0,59.9773
2.85092e+06,2.79238e+06,35,3.07001e+06,2.87454e+06,66,7238,10622,4,1286,-99,16,0,28867,52447,41258,22,3670,4220,0,59.9773
2.39952e+06,2.31555e+06,29,3.45796e+06,3.09953e+06,54,13763,11509,7,3666,-8,31,0,28884,81537,64193,27,9472,8129,0,59.9773
2.29806e+06,2.2624e+06,33,2.31559e+06,2.35683e+06,59,12116,9384,0,-1700,-247,35,0,29124,92481,79303,25,8084,8409,0,59.9773
2.70461e+06,2.56326e+06,36,3.30615e+06,3.20506e+06,60,4203,15358,11,3830,-182,17,0,29137,44691,37299,21,18918,14043,12,59.9773
2.67554e+06,2.56415e+06,37,2.76726e+06,2.48066e+06,68,2519,12242,8,6929,-789,0,0,29153,59089,46987,23,6621,6830,0,59.9773
3.9501e+06,3.2647e+06,48,5.8163e+06,4.83081e+06,71,5847,11158,11,7397,-203,51,0,29166,34256,29041,19,14097,11803,9,59.9773
3.45236e+06,3.17441e+06,41,3.70438e+06,3.35884e+06,67,9514,13198,14,-2983,-149,33,0,29239,38336,32962,21,18153,15597,12,61.0114
3.96413e+06,3.59915e+06,44,5.75225e+06,8.2111e+06,76,115208,134250,27,78012,18468,3848,0,29250,43270,35938,22,81678,70768,25,61.0114
3.21408e+06,3.09798e+06,31,4.60565e+06,8.30388e+06,60,16621,26711,15,20168,12092,3053,0,29252,95269,81538,26,51550,45988,21,61.0114
2.8061e+06,2.46541e+06,35,5.30236e+06,4.7594e+06,68,13418,11636,20,6508,9967,2468,0,29272,59648,45863,24,22344,16607,15,61.0114
4.19958e+06,3.94122e+06,45,4.28675e+06,3.8221e+06,77,22284,19890,32,9471,7026,1492,0,29273,31716,18395,16,9281,7561,0,61.0114
3.63075e+06,3.29292e+06,42,4.86544e+06,3.99453e+06,80,14909,12538,34,16129,-259,24,0,29279,33775,20699,20,10537,7174,0,61.0114
3.46723e+06,3.21548e+06,41,5.39706e+06,8.36944e+06,66,88468,103177,28,56363,-188,58,0,29351,311363,282195,43,51267,43683,23,61.0114
3.48937e+06,3.33449e+06,41,3.37434e+06,3.08126e+06,71,-12533,7530,0,-1768,-19346,0,0,29353,39784,36065,20,17185,15069,12,61.0114
3.04302e+06,2.80057e+06,33,4.87259e+06,4.54392e+06,58,6450,13293,20,-2250,-75,86,0,29375,56226,42564,26,15818,12466,10,61.0114
2.17287e+06,2.01778e+06,28,3.76376e+06,3.25508e+06,50,4170,11014,6,4510,3525,1097,0,29380,34860,31854,19,16177,14725,12,61.0114
3.6942e+06,3.45777e+06,42,4.12074e+06,8.01778e+06,74,22219,29901,23,10169,-2517,0,0,29430,52801,46559,22,29286,28161,18,61.0114
2.65324e+06,2.49002e+06,35,4.24948e+06,3.92861e+06,59,8845,16758,18,1794,-265,0,0,29437,30069,23732,18,3576,3745,0,61.0114
4.237e+06,3.11288e+06,47,5.77321e+06,3.93615e+06,67,19803,28519,37,6797,711,222,0,29449,69599,35985,42,20535,13928,11,61.0114
3.08364e+06,2.85482e+06,35,4.06677e+06,7.94536e+06,65,240390,273706,38,116543,-6,64,0,29474,3.09423e+06,2.74909e+06,65,195727,173402,28,61.0114
3.6693e+06,3.41874e+06,42,4.16103e+06,8.16429e+06,76,28629,37125,20,28048,-105,88,0,29534,236985,215236,38,73261,65583,24,61.0114
2.77583e+06,2.82584e+06,29,3.426e+06,3.36743e+06,56,15184,11032,6,10940,-556,0,0,29561,28738,22285,18,15227,13293,9,61.0114
2.71669e+06,2.49809e+06,32,2.1467e+06,1.91049e+06,71,248,5692,0,1027,-162,23,0,29627,27863,21474,17,4786,2506,0,61.0114
3.0693e+06,2.93383e+06,38,3.4773e+06,3.28413e+06,62,10615,9605,0,9875,-36912,0,0,29643,51260,36246,20,13761,13928,10,61.0114
2.90398e+06,2.65488e+06,34,2.2303e+06,2.08803e+06,61,178,14604,10,-2218,-206,35,0,29661,64666,57737,24,6267,5459,0,61.0114
3.05094e+06,2.83415e+06,37,4.56394e+06,8.22346e+06,67,41134,43698,24,32666,-243,14,0,29673,293012,263602,39,75559,70449,23,61.0114
3.97408e+06,3.46853e+06,46,4.26784e+06,8.08297e+06,65,63623,85487,26,46720,2520,578,0,29688,1.32488e+06,1.15581e+06,66,127321,111997,27,61.0114
2.45085e+06,2.39517e+06,35,2.23433e+06,2.11409e+06,73,8634,8508,0,6560,-21376,0,0,29710,94063,79725,25,4512,5165,0,61.0114
2.06078e+06,2.00166e+06,29,2.50586e+06,2.24411e+06,59,4691,9632,0,4491,-26543,0,0,29777,33003,27375,18,4240,2642,0,62.0455
3.09612e+06,2.66313e+06,35,4.84266e+06,8.12333e+06,66,216447,223000,35,106355,-72,85,0,29816,828739,695955,62,117781,100666,27,62.0455
3.80573e+06,3.49085e+06,43,4.85538e+06,4.28704e+06,70,-895,7206,0,1684,-95,40,0,29819,28104,23449,17,8846,8624,0,62.0455
2.51959e+06,2.49039e+06,34,3.35625e+06,3.35978e+06,60,-1816,6735,0,4425,10944,2355,0,29924,36739,35688,20,3203,3947,0,62.0455
3.21662e+06,2.96285e+06,40,5.06917e+06,8.33413e+06,76,57889,59939,38,31496,-778,0,0,29935,158072,128247,33,56332,47710,22,62.0455
3.21626e+06,2.9208e+06,39,2.29989e+06,2.23845e+06,61,-8287,8112,0,181,-10929,0,0,29952,38002,33034,19,4015,3360,0,62.0455
3.4957e+06,3.21432e+06,39,3.85562e+06,3.61144e+06,66,17393,25284,18,37371,178,88,0,29974,33922,25665,18,51818,46873,21,62.0455
3.44985e+06,3.23171e+06,39,4.6463e+06,4.07295e+06,69,21433,10693,7,7480,-9352,0,0,30046,38712,27615,20,14227,11796,8,62.0455
3.65515e+06,3.43906e+06,41,5.43383e+06,8.32518e+06,75,97302,101500,27,51930,4428,964,0,30070,63701,56450,23,43685,39161,21,62.0455
2.86164e+06,2.73626e+06,28,4.42692e+06,4.17539e+06,56,12403,21685,24,6274,-79,65,0,30109,35300,19321,24,9864,6842,0,62.0455
2.46513e+06,2.44596e+06,36,2.71063e+06,2.47552e+06,76,21001,15407,18,3290,-117,78,0,30111,42859,35367,20,8027,6490,0,62.0455
2.86784e+06,2.47401e+06,41,4.8514e+06,3.74101e+06,70,26156,20654,35,4825,-90,39,0,30133,50522,32607,29,10761,8151,0,62.0455
2.41754e+06,2.31523e+06,34,2.9546e+06,2.77361e+06,62,14141,14715,10,4898,-2478,0,0,30227,31874,24056,20,3647,2562,0,62.0455
3.64869e+06,3.44739e+06,41,5.36409e+06,4.94692e+06,72,8691,13733,18,15389,-55,56,0,30234,41835,25600,25,10811,8777,0,62.0455
2.57286e+06,2.47787e+06,37,2.36334e+06,2.25336e+06,57,-3566,7710,0,-1336,-1314,0,0,30247,32489,29343,19,12346,9915,0,63.0795
2.82211e+06,2.72766e+06,38,3.07645e+06,2.97075e+06,59,13301,10919,5,3653,-156,46,0,30253,32018,26064,19,11719,10666,5,63.0795
3.42056e+06,3.14034e+06,39,5.62521e+06,8.20901e+06,70,91951,104598,26,50235,-19959,0,0,30254,58242,51322,23,35992,31178,19,63.0795
2.46868e+06,2.30682e+06,32,3.25016e+06,2.82881e+06,70,-3293,10305,1,405,-152,24,0,30294,32112,25095,21,9124,7943,0,63.0795
2.98082e+06,2.78714e+06,41,3.36699e+06,3.05126e+06,75,8465,12384,7,-1089,5759,1243,0,30308,26564,18331,16,8547,6803,0,63.0795
2.83496e+06,2.74126e+06,39,3.16326e+06,3.12041e+06,62,-4428,7997,0,-209,-33506,0,0,30328,57842,47558,24,7033,5196,0,63.0795
3.72436e+06,3.449e+06,42,4.27184e+06,4.04659e+06,55,7754,12671,11,13454,36191,7404,0,30336,73417,63444,25,28173,24594,18,63.0795
4.00132e+06,3.51475e+06,46,4.48119e+06,8.12348e+06,69,103408,125529,28,62605,-216,49,0,30391,346882,305308,42,48826,43563,22,63.0795
1.96373e+06,1.85876e+06,30,3.28474e+06,3.15134e+06,57,-5585,10854,3,-147,-283,30,0,30457,28567,22918,19,5294,5671,0,63.0795
2.97073e+06,2.84943e+06,36,4.48417e+06,8.21072e+06,73,7014,10196,1,3509,-811,0,0,30502,30559,28258,17,19819,17317,13,63.0795
3.80605e+06,3.32178e+06,34,5.22065e+06,8.36813e+06,57,141524,140630,41,75712,-30296,0,0,30592,608491,471430,63,113848,90867,30,63.0795
3.55247e+06,3.32171e+06,40,5.23177e+06,8.31921e+06,68,-692,19553,13,10374,-185,55,0,30650,88176,85485,25,61796,52193,24,63.0795
2.23491e+06,2.10821e+06,31,2.51208e+06,2.26468e+06,62,18157,29714,17,7998,-112,47,0,30683,35286,31951,19,4345,4595,0,63.0795
